restaurant_name,cuisine,rating,number_of_ratings,average_price,number_of_offers,offer_name,area,pure_veg,location,price_num,ratings_count,primary_cuisine,is_veg,num_offers
Cheesecakes By CakeZone,"Bakery, Desserts",4.3,50+ ratings,₹200 for two,5,"60% OFF UPTO ₹120
USE TRYNEWABOVE ₹179, FLAT DEAL
FLAT ₹125 OFF
USE FLAT125ABOVE ₹399, FLAT DEAL
FLAT 20% OFF
USE PARTYABOVE ₹800, FLAT DEAL
FLAT ₹150 OFF
USE FLAT150ABOVE ₹599, FLAT ₹100 OFF
NO CODE REQUIREDABOVE ₹550",Mehendru Enclave,Yes,Delhi,200.0,50.0,Bakery,1,5
Punjabi Tadka,"Snacks, Chinese",3.5,20+ ratings,₹100 for two,5,"FLAT 65% OFF
NO CODE REQUIRED, FLAT ₹100 OFF
NO CODE REQUIREDABOVE ₹550, 20% OFF UPTO ₹100
USE RUPAY100ABOVE ₹129, 15% OFF UPTO ₹300
USE CITIFOODIEABOVE ₹1200, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",JANAKPURI,No,Delhi,100.0,20.0,Snacks,0,5
Chai Garam,"Beverages, Burgers",3.9,4 ratings,₹200 for two,4,"FLAT ₹100 OFF
NO CODE REQUIREDABOVE ₹550, 20% OFF UPTO ₹100
USE RUPAY100ABOVE ₹129, 15% OFF UPTO ₹300
USE CITIFOODIEABOVE ₹1200, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",NSP,No,Delhi,200.0,4.0,Beverages,0,4
Maa Ki Rasoi,"Chinese, Snacks",3.8,20+ ratings,₹100 for two,5,"FLAT 65% OFF
NO CODE REQUIRED, FLAT ₹100 OFF
NO CODE REQUIREDABOVE ₹550, 20% OFF UPTO ₹100
USE RUPAY100ABOVE ₹129, 15% OFF UPTO ₹300
USE CITIFOODIEABOVE ₹1200, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",JANAKPURI,No,Delhi,100.0,20.0,Chinese,0,5
Ghar Ka Khana,"North Indian, Snacks",4.3,1K+ ratings,₹120 for two,5,"25% OFF UPTO ₹65
USE TRYNEWABOVE ₹179, FLAT DEAL
FLAT 10% OFF
USE PARTYABOVE ₹1000, FLAT ₹100 OFF
NO CODE REQUIREDABOVE ₹550, 20% OFF UPTO ₹100
USE RUPAY100ABOVE ₹129, 15% OFF UPTO ₹300
USE CITIFOODIEABOVE ₹1200",Ashok vihar,Yes,Delhi,120.0,1000.0,North Indian,1,5
ITC Fabelle Chocolates,"Bakery, Desserts",4.4,20+ ratings,₹600 for two,5,"FLAT DEAL
FLAT ₹150 OFF
USE FLAT150ABOVE ₹449, FLAT DEAL
FLAT ₹125 OFF
USE FLATDEALABOVE ₹599, FLAT DEAL
15% OFF UPTO ₹500
USE PARTYABOVE ₹999, FLAT ₹100 OFF
NO CODE REQUIREDABOVE ₹550, 20% OFF UPTO ₹100
USE RUPAY100ABOVE ₹129",Mehendru Enclave,Yes,Delhi,600.0,20.0,Bakery,1,5
Dosa Point,"South Indian, Chinese",3.5,5K+ ratings,₹200 for two,5,"50% OFF UPTO ₹100
USE TRYNEWABOVE ₹159, FLAT DEAL
FLAT 20% OFF
USE PARTYABOVE ₹900, FLAT DEAL
FLAT ₹125 OFF
USE FLATDEALABOVE ₹499, FLAT ₹100 OFF
NO CODE REQUIREDABOVE ₹550, 20% OFF UPTO ₹100
USE RUPAY100ABOVE ₹129",Ashok vihar,Yes,Delhi,200.0,5000.0,South Indian,1,5
Consent Cakes,Bakery,4.2,1K+ ratings,₹200 for two,5,"FLAT 50% OFF
NO CODE REQUIRED, FLAT ₹100 OFF
NO CODE REQUIREDABOVE ₹550, 20% OFF UPTO ₹100
USE RUPAY100ABOVE ₹129, 15% OFF UPTO ₹300
USE CITIFOODIEABOVE ₹1200, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Paschim Vihar,Yes,Delhi,200.0,1000.0,Bakery,1,5
IGP Cakes,"Desserts, Bakery",4.3,100+ ratings,₹299 for two,5,"BREAKFAST
FLAT ₹75 OFF
USE BFBINGEABOVE ₹249, 60% OFF UPTO ₹120
USE TRYNEWABOVE ₹179, FLAT DEAL
FLAT 20% OFF
USE PARTYABOVE ₹900, FLAT DEAL
FLAT ₹150 OFF
USE FLATDEALABOVE ₹999, FLAT ₹100 OFF
NO CODE REQUIREDABOVE ₹550",Janakpuri,Yes,Delhi,299.0,100.0,Desserts,1,5
Madras Cafe,South Indian,3.7,1K+ ratings,₹200 for two,4,"FLAT ₹100 OFF
NO CODE REQUIREDABOVE ₹550, 20% OFF UPTO ₹100
USE RUPAY100ABOVE ₹129, 15% OFF UPTO ₹300
USE CITIFOODIEABOVE ₹1200, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Rohini,Yes,Delhi,200.0,1000.0,South Indian,1,4
New Durga Dosa Corner,"South Indian, Snacks",4.0,5K+ ratings,₹150 for two,5,"FLAT DEAL
FLAT ₹125 OFF
USE FLAT125ABOVE ₹249, 20% OFF UPTO ₹50
USE TRYNEWABOVE ₹159, FLAT DEAL
FLAT 20% OFF
USE PARTYABOVE ₹800, FLAT ₹100 OFF
NO CODE REQUIREDABOVE ₹550, 20% OFF UPTO ₹100
USE RUPAY100ABOVE ₹129",Paschim Vihar,Yes,Delhi,150.0,5000.0,South Indian,1,5
Handi 47,"North Indian, Snacks",4.2,50+ ratings,₹250 for two,5,"50% OFF UPTO ₹100
USE TRYNEWABOVE ₹179, FLAT DEAL
FLAT 20% OFF
USE PARTYABOVE ₹700, FLAT DEAL
FLAT ₹200 OFF
USE FLATDEALABOVE ₹999, FLAT ₹100 OFF
NO CODE REQUIREDABOVE ₹550, 20% OFF UPTO ₹100
USE RUPAY100ABOVE ₹129",Paschim Vihar,No,Delhi,250.0,50.0,North Indian,0,5
Anjlika,"Bakery, Snacks",4.6,5K+ ratings,₹200 for two,5,"30% OFF UPTO ₹75
USE TRYNEWABOVE ₹159, FLAT DEAL
FLAT 10% OFF
USE PARTYABOVE ₹950, FLAT ₹100 OFF
NO CODE REQUIREDABOVE ₹550, 20% OFF UPTO ₹100
USE RUPAY100ABOVE ₹129, 15% OFF UPTO ₹300
USE CITIFOODIEABOVE ₹1200",Rajouri Garden,No,Delhi,200.0,5000.0,Bakery,0,5
Durga Dosa Corner,"South Indian, Chinese",4.1,1K+ ratings,₹200 for two,5,"FLAT DEAL
FLAT ₹100 OFF
USE FLATDEALABOVE ₹599, FLAT ₹100 OFF
NO CODE REQUIREDABOVE ₹550, 20% OFF UPTO ₹100
USE RUPAY100ABOVE ₹129, 15% OFF UPTO ₹300
USE CITIFOODIEABOVE ₹1200, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Paschim Vihar,Yes,Delhi,200.0,1000.0,South Indian,1,5
Bikanervala Raja Garden,"Street Food, Fast Food",3.9,500+ ratings,₹300 for two,4,"FLAT ₹100 OFF
NO CODE REQUIREDABOVE ₹550, 20% OFF UPTO ₹100
USE RUPAY100ABOVE ₹129, 15% OFF UPTO ₹300
USE CITIFOODIEABOVE ₹1200, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Raja Garden,Yes,Delhi,300.0,500.0,Street Food,1,4
WAHPREMJI,"Indian, Thalis",4.5,20+ ratings,₹300 for two,4,"FLAT ₹100 OFF
NO CODE REQUIREDABOVE ₹550, 20% OFF UPTO ₹100
USE RUPAY100ABOVE ₹129, 15% OFF UPTO ₹300
USE CITIFOODIEABOVE ₹1200, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Rajouri Garden,Yes,Delhi,300.0,20.0,Indian,1,4
The Cake Pride,Bakery,4.2,1K+ ratings,₹150 for two,5,"FLAT DEAL
FLAT ₹125 OFF
USE FLAT125ABOVE ₹249, 60% OFF UPTO ₹120
USE TRYNEWABOVE ₹159, Free Oreo Cup Cake
NO CODE REQUIREDABOVE ₹650, FLAT DEAL
FLAT ₹150 OFF
USE STEALDEAL150ABOVE ₹299, FLAT DEAL
FLAT 20% OFF
USE PARTYABOVE ₹600",Rajouri Garden,Yes,Delhi,150.0,1000.0,Bakery,1,5
Ovenfresh Cakes And Desserts,"Bakery, Desserts",4.1,100+ ratings,₹200 for two,5,"60% OFF UPTO ₹120
USE TRYNEWABOVE ₹159, FLAT DEAL
FLAT ₹125 OFF
USE FLAT125ABOVE ₹299, FLAT DEAL
FLAT 20% OFF
USE PARTYABOVE ₹800, FLAT DEAL
FLAT ₹150 OFF
USE FLAT150ABOVE ₹599, FLAT ₹100 OFF
NO CODE REQUIREDABOVE ₹550",GTB Nagar,No,Delhi,200.0,100.0,Bakery,0,5
Punjabi Dhaba,North Indian,3.4,100+ ratings,₹200 for two,5,"50% OFF UPTO ₹100
USE TRYNEWABOVE ₹149, FLAT ₹100 OFF
NO CODE REQUIREDABOVE ₹550, 20% OFF UPTO ₹100
USE RUPAY100ABOVE ₹129, 15% OFF UPTO ₹300
USE CITIFOODIEABOVE ₹1200, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Janakpuri,Yes,Delhi,200.0,100.0,North Indian,1,5
The Dessert Heaven - Pure Veg,"Bakery, Desserts",4.3,100+ ratings,₹200 for two,5,"60% OFF UPTO ₹120
USE TRYNEWABOVE ₹179, FLAT DEAL
FLAT ₹125 OFF
USE FLAT125ABOVE ₹299, FLAT DEAL
FLAT 20% OFF
USE PARTYABOVE ₹800, FLAT DEAL
FLAT ₹150 OFF
USE FLAT150ABOVE ₹599, FLAT ₹100 OFF
NO CODE REQUIREDABOVE ₹550",Mehendru Enclave,Yes,Delhi,200.0,100.0,Bakery,1,5
Kanwarji'S,"Snacks, Sweets",4.4,1K+ ratings,₹250 for two,5,"20% OFF UPTO ₹50
USE TRYNEWABOVE ₹159, FLAT ₹100 OFF
NO CODE REQUIREDABOVE ₹550, 20% OFF UPTO ₹100
USE RUPAY100ABOVE ₹129, 15% OFF UPTO ₹300
USE CITIFOODIEABOVE ₹1200, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Ashok vihar,Yes,Delhi,250.0,1000.0,Snacks,1,5
Bangla Sweet House,"Sweets, Snacks",4.3,1K+ ratings,₹150 for two,5,"20% OFF UPTO ₹50
USE TRYNEWABOVE ₹159, FLAT ₹100 OFF
NO CODE REQUIREDABOVE ₹550, 20% OFF UPTO ₹100
USE RUPAY100ABOVE ₹129, 15% OFF UPTO ₹300
USE CITIFOODIEABOVE ₹1200, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Janakpuri,Yes,Delhi,150.0,1000.0,Sweets,1,5
Misthanam By Aggarwal Sweets,"Sweets, Snacks",4.4,1K+ ratings,₹200 for two,5,"30% OFF UPTO ₹75
USE TRYNEWABOVE ₹179, FLAT DEAL
FLAT ₹100 OFF
USE FLATDEALABOVE ₹749, FLAT ₹100 OFF
NO CODE REQUIREDABOVE ₹550, 20% OFF UPTO ₹100
USE RUPAY100ABOVE ₹129, 15% OFF UPTO ₹300
USE CITIFOODIEABOVE ₹1200",Tilak Nagar,Yes,Delhi,200.0,1000.0,Sweets,1,5
Bansal Sweets JD Market,"Sweets, Desserts",4.4,500+ ratings,₹400 for two,5,"10% OFF UPTO ₹40
USE TRYNEWABOVE ₹159, FLAT DEAL
FLAT 10% OFF
USE PARTYABOVE ₹900, FLAT ₹100 OFF
NO CODE REQUIREDABOVE ₹550, 20% OFF UPTO ₹100
USE RUPAY100ABOVE ₹129, 15% OFF UPTO ₹300
USE CITIFOODIEABOVE ₹1200",Pitam Pura,Yes,Delhi,400.0,500.0,Sweets,1,5
Kashyap Chole Kulche,North Indian,4.1,100+ ratings,₹200 for two,4,"FLAT ₹100 OFF
NO CODE REQUIREDABOVE ₹550, 20% OFF UPTO ₹100
USE RUPAY100ABOVE ₹129, 15% OFF UPTO ₹300
USE CITIFOODIEABOVE ₹1200, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Rajouri Garden,Yes,Delhi,200.0,100.0,North Indian,1,4
Your'S Chole Bhature,"Street Food, Indian",4.2,10K+ ratings,₹100 for two,5,"20% OFF UPTO ₹50
USE TRYNEWABOVE ₹159, FLAT ₹100 OFF
NO CODE REQUIREDABOVE ₹550, 20% OFF UPTO ₹100
USE RUPAY100ABOVE ₹129, 15% OFF UPTO ₹300
USE CITIFOODIEABOVE ₹1200, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Vikas puri,Yes,Delhi,100.0,10000.0,Street Food,1,5
Monika Cafe,"North Indian, Snacks",4.3,100+ ratings,₹250 for two,4,"FLAT ₹100 OFF
NO CODE REQUIREDABOVE ₹550, 20% OFF UPTO ₹100
USE RUPAY100ABOVE ₹129, 15% OFF UPTO ₹300
USE CITIFOODIEABOVE ₹1200, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Vikaspuri,Yes,Delhi,250.0,100.0,North Indian,1,4
Jai Maa Durga Chaat Corner,Snacks,4.6,500+ ratings,₹150 for two,4,"FLAT ₹100 OFF
NO CODE REQUIREDABOVE ₹550, 20% OFF UPTO ₹100
USE RUPAY100ABOVE ₹129, 15% OFF UPTO ₹300
USE CITIFOODIEABOVE ₹1200, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",East Patel Nagar,Yes,Delhi,150.0,500.0,Snacks,1,4
Om Bhature Wale,Street Food,4.4,1K+ ratings,₹100 for two,4,"FLAT ₹100 OFF
NO CODE REQUIREDABOVE ₹550, 20% OFF UPTO ₹100
USE RUPAY100ABOVE ₹129, 15% OFF UPTO ₹300
USE CITIFOODIEABOVE ₹1200, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Karol Bagh,Yes,Delhi,100.0,1000.0,Street Food,1,4
Shri Ram Puri Wale,"Chinese, Fast Food",4.3,100+ ratings,₹250 for two,5,"FLAT DEAL
FLAT 10% OFF
USE PARTYABOVE ₹800, FLAT ₹100 OFF
NO CODE REQUIREDABOVE ₹550, 20% OFF UPTO ₹100
USE RUPAY100ABOVE ₹129, 15% OFF UPTO ₹300
USE CITIFOODIEABOVE ₹1200, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Kirti Nagar,Yes,Delhi,250.0,100.0,Chinese,1,5
Agan Bhavan,"South Indian, Chinese",4.4,100+ ratings,₹300 for two,5,"60% OFF UPTO ₹120
USE TRYNEWABOVE ₹179, FLAT DEAL
FLAT ₹125 OFF
USE FLATDEALABOVE ₹299, FLAT DEAL
FLAT 25% OFF
USE PARTYABOVE ₹700, SAVE BIG
30% OFF UPTO ₹150
USE JUMBOABOVE ₹479, FLAT ₹100 OFF
NO CODE REQUIREDABOVE ₹550",NSP,Yes,Delhi,300.0,100.0,South Indian,1,5
Nandakishor Di Hatti,North Indian,4.4,100+ ratings,₹200 for two,5,"20% OFF UPTO ₹50
USE TRYNEWABOVE ₹179, FLAT ₹100 OFF
NO CODE REQUIREDABOVE ₹550, 20% OFF UPTO ₹100
USE RUPAY100ABOVE ₹129, 15% OFF UPTO ₹300
USE CITIFOODIEABOVE ₹1200, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Jail Road,Yes,Delhi,200.0,100.0,North Indian,1,5
Standard Snacks & Restaurant,"Snacks, North Indian",4.5,10K+ ratings,₹250 for two,4,"FLAT ₹100 OFF
NO CODE REQUIREDABOVE ₹550, 20% OFF UPTO ₹100
USE RUPAY100ABOVE ₹129, 15% OFF UPTO ₹300
USE CITIFOODIEABOVE ₹1200, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Raja Garden,Yes,Delhi,250.0,10000.0,Snacks,1,4
Ravi Paratha Kulcha,Indian,4.4,100+ ratings,₹200 for two,5,"10% OFF UPTO ₹40
USE TRYNEWABOVE ₹159, FLAT ₹100 OFF
NO CODE REQUIREDABOVE ₹550, 20% OFF UPTO ₹100
USE RUPAY100ABOVE ₹129, 15% OFF UPTO ₹300
USE CITIFOODIEABOVE ₹1200, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Janakpuri,Yes,Delhi,200.0,100.0,Indian,1,5
Standard Burfee,"Chinese, North Indian",4.0,1K+ ratings,₹300 for two,5,"15% OFF UPTO ₹45
USE TRYNEWABOVE ₹159, FLAT DEAL
FLAT 10% OFF
USE PARTYABOVE ₹800, FLAT ₹100 OFF
NO CODE REQUIREDABOVE ₹550, 20% OFF UPTO ₹100
USE RUPAY100ABOVE ₹129, 15% OFF UPTO ₹300
USE CITIFOODIEABOVE ₹1200",Jail Road,Yes,Delhi,300.0,1000.0,Chinese,1,5
Rajindra Refreshment Corner,"North Indian, Snacks",4.6,100+ ratings,₹200 for two,4,"FLAT ₹100 OFF
NO CODE REQUIREDABOVE ₹550, 20% OFF UPTO ₹100
USE RUPAY100ABOVE ₹129, 15% OFF UPTO ₹300
USE CITIFOODIEABOVE ₹1200, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Karampura,Yes,Delhi,200.0,100.0,North Indian,1,4
Premsay Bakers,Bakery,4.5,10K+ ratings,₹150 for two,4,"FLAT ₹100 OFF
NO CODE REQUIREDABOVE ₹550, 20% OFF UPTO ₹100
USE RUPAY100ABOVE ₹129, 15% OFF UPTO ₹300
USE CITIFOODIEABOVE ₹1200, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Pitampura,No,Delhi,150.0,10000.0,Bakery,0,4
Tilak Munjal-R ( Panchkuian Road Wale Famous Samose Chole ),"Street Food, Chaat",4.2,10K+ ratings,₹150 for two,5,"30% OFF UPTO ₹75
USE TRYNEWABOVE ₹159, Free Gulab Jamun
NO CODE REQUIREDABOVE ₹399, FLAT DEAL
FLAT 15% OFF
USE PARTYABOVE ₹600, FLAT ₹100 OFF
NO CODE REQUIREDABOVE ₹550, 20% OFF UPTO ₹100
USE RUPAY100ABOVE ₹129",Pitampura,Yes,Delhi,150.0,10000.0,Street Food,1,5
Chander Di Hatti,"North Indian, Snacks",4.4,1K+ ratings,₹200 for two,5,"10% OFF UPTO ₹40
USE TRYNEWABOVE ₹159, FLAT ₹100 OFF
NO CODE REQUIREDABOVE ₹550, 20% OFF UPTO ₹100
USE RUPAY100ABOVE ₹129, 15% OFF UPTO ₹300
USE CITIFOODIEABOVE ₹1200, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Vikas puri,Yes,Delhi,200.0,1000.0,North Indian,1,5
Nagpal Choley Bhature (Lawrence Road),North Indian,4.3,1K+ ratings,₹250 for two,5,"BREAKFAST
FLAT ₹75 OFF
USE BFBINGEABOVE ₹249, 30% OFF UPTO ₹75
USE TRYNEWABOVE ₹159, FLAT ₹100 OFF
NO CODE REQUIREDABOVE ₹550, 20% OFF UPTO ₹100
USE RUPAY100ABOVE ₹129, 15% OFF UPTO ₹300
USE CITIFOODIEABOVE ₹1200",Lawrence Road,Yes,Delhi,250.0,1000.0,North Indian,1,5
Gupta Chat Corner,"North Indian, Snacks",4.2,10K+ ratings,₹150 for two,5,"FLAT DEAL
FLAT 20% OFF
USE PARTYABOVE ₹900, FLAT ₹100 OFF
NO CODE REQUIREDABOVE ₹550, 20% OFF UPTO ₹100
USE RUPAY100ABOVE ₹129, 15% OFF UPTO ₹300
USE CITIFOODIEABOVE ₹1200, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Punjabi Bagh,Yes,Delhi,150.0,10000.0,North Indian,1,5
Home Food Tiffin Services,North Indian,3.9,1K+ ratings,₹150 for two,4,"FLAT ₹100 OFF
NO CODE REQUIREDABOVE ₹550, 20% OFF UPTO ₹100
USE RUPAY100ABOVE ₹129, 15% OFF UPTO ₹300
USE CITIFOODIEABOVE ₹1200, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Pitampura,No,Delhi,150.0,1000.0,North Indian,0,4
Annie'S Kerala Kitchen,"Kerala, South Indian",4.0,1K+ ratings,₹300 for two,5,"20% OFF UPTO ₹50
USE TRYNEWABOVE ₹159, FLAT DEAL
FLAT 10% OFF
USE PARTYABOVE ₹800, FLAT ₹100 OFF
NO CODE REQUIREDABOVE ₹550, 20% OFF UPTO ₹100
USE RUPAY100ABOVE ₹129, 15% OFF UPTO ₹300
USE CITIFOODIEABOVE ₹1200",East Patel Nagar,No,Delhi,300.0,1000.0,Kerala,0,5
King Special Tawa Parantha,"North Indian, Snacks",4.0,10K+ ratings,₹300 for two,5,"60% OFF UPTO ₹115
USE TRYNEWABOVE ₹179, FLAT DEAL
FLAT ₹150 OFF
USE STEALDEAL150ABOVE ₹299, FLAT DEAL
FLAT 20% OFF
USE PARTYABOVE ₹700, FLAT DEAL
FLAT ₹125 OFF
USE FLATDEALABOVE ₹499, FLAT ₹100 OFF
NO CODE REQUIREDABOVE ₹550",Janakpuri,No,Delhi,300.0,10000.0,North Indian,0,5
Amritsari Kulccha Corner (Vikaspuri),"North Indian, Street Food",4.4,10K+ ratings,₹280 for two,5,"20% OFF UPTO ₹50
USE TRYNEWABOVE ₹159, FLAT ₹100 OFF
NO CODE REQUIREDABOVE ₹550, 20% OFF UPTO ₹100
USE RUPAY100ABOVE ₹129, 15% OFF UPTO ₹300
USE CITIFOODIEABOVE ₹1200, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Vikas puri,Yes,Delhi,280.0,10000.0,North Indian,1,5
TBK Kulchas,"Italian, Snacks",4.3,10K+ ratings,₹150 for two,5,"40% OFF UPTO ₹75
USE TRYNEWABOVE ₹179, FLAT DEAL
FLAT 20% OFF
USE PARTYABOVE ₹600, FLAT DEAL
FLAT ₹125 OFF
USE FLATDEALABOVE ₹499, FLAT ₹100 OFF
NO CODE REQUIREDABOVE ₹550, 20% OFF UPTO ₹100
USE RUPAY100ABOVE ₹129",Janakpuri,Yes,Delhi,150.0,10000.0,Italian,1,5
Hometown Cha!Cha!Cha,"North Indian, Snacks",4.4,500+ ratings,₹350 for two,5,"20% OFF UPTO ₹50
USE TRYNEWABOVE ₹159, FLAT ₹100 OFF
NO CODE REQUIREDABOVE ₹550, 20% OFF UPTO ₹100
USE RUPAY100ABOVE ₹129, 15% OFF UPTO ₹300
USE CITIFOODIEABOVE ₹1200, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Prashant Vihar,Yes,Delhi,350.0,500.0,North Indian,1,5
Delhi Parantha Company (Gujranwala Town),North Indian,4.4,10K+ ratings,₹200 for two,5,"50% OFF UPTO ₹100
USE TRYNEWABOVE ₹179, FLAT ₹100 OFF
NO CODE REQUIREDABOVE ₹550, 20% OFF UPTO ₹100
USE RUPAY100ABOVE ₹129, 15% OFF UPTO ₹300
USE CITIFOODIEABOVE ₹1200, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Gujranwala Town,No,Delhi,200.0,10000.0,North Indian,0,5
Standard Corner,"Fast Food, Snacks",4.5,10K+ ratings,₹100 for two,4,"FLAT ₹100 OFF
NO CODE REQUIREDABOVE ₹550, 20% OFF UPTO ₹100
USE RUPAY100ABOVE ₹129, 15% OFF UPTO ₹300
USE CITIFOODIEABOVE ₹1200, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Rajinder Nagar,Yes,Delhi,100.0,10000.0,Fast Food,1,4
Neha Tiffin(Neha Tiffin Home Made Food),"North Indian, Home Food",4.4,5K+ ratings,₹200 for two,5,"10% OFF UPTO ₹40
USE TRYNEWABOVE ₹159, FLAT DEAL
FLAT 10% OFF
USE PARTYABOVE ₹550, FLAT ₹100 OFF
NO CODE REQUIREDABOVE ₹550, 20% OFF UPTO ₹100
USE RUPAY100ABOVE ₹129, 15% OFF UPTO ₹300
USE CITIFOODIEABOVE ₹1200",Tilak Nagar,No,Delhi,200.0,5000.0,North Indian,0,5
Seoul Mate Korean Burgers,"Korean, Burgers",4.1,20+ ratings,₹200 for two,5,"50% OFF UPTO ₹100
USE TRYNEWABOVE ₹179, FLAT DEAL
FLAT ₹100 OFF
USE FLAT100ABOVE ₹349, FLAT DEAL
FLAT 20% OFF
USE PARTYABOVE ₹800, FLAT ₹100 OFF
NO CODE REQUIREDABOVE ₹550, 20% OFF UPTO ₹100
USE RUPAY100ABOVE ₹129",West,No,Delhi,200.0,20.0,Korean,0,5
RajBhog,"Street Food, Chaat",4.1,1K+ ratings,₹350 for two,5,"FLAT DEAL
FLAT ₹125 OFF
USE FLATDEALABOVE ₹249, 60% OFF UPTO ₹120
USE TRYNEWABOVE ₹159, FLAT ₹100 OFF
NO CODE REQUIREDABOVE ₹550, 20% OFF UPTO ₹100
USE RUPAY100ABOVE ₹129, 15% OFF UPTO ₹300
USE CITIFOODIEABOVE ₹1200",Paschim Vihar,Yes,Delhi,350.0,1000.0,Street Food,1,5
The Coffee Bean & Tea Leaf,"Beverages, Snacks",4.2,100+ ratings,₹450 for two,5,"40% OFF UPTO ₹80
USE TRYNEWABOVE ₹159, FLAT DEAL
FLAT 20% OFF
USE PARTYABOVE ₹1000, FLAT DEAL
FLAT ₹150 OFF
USE FLAT150ABOVE ₹699, FLAT ₹100 OFF
NO CODE REQUIREDABOVE ₹550, 20% OFF UPTO ₹100
USE RUPAY100ABOVE ₹129",Rajouri Garden,No,Delhi,450.0,100.0,Beverages,0,5
L'Opera Salon De The,"Bakery, Cafe",4.6,4 ratings,₹800 for two,4,"FLAT ₹100 OFF
NO CODE REQUIREDABOVE ₹550, 20% OFF UPTO ₹100
USE RUPAY100ABOVE ₹129, 15% OFF UPTO ₹300
USE CITIFOODIEABOVE ₹1200, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Punjabi Bagh,No,Delhi,800.0,4.0,Bakery,0,4
Jai Shree Durga South Indian Corner,"South Indian, Snacks",4.2,1K+ ratings,₹200 for two,5,"FLAT DEAL
FLAT 10% OFF
USE PARTYABOVE ₹1000, FLAT ₹100 OFF
NO CODE REQUIREDABOVE ₹550, 20% OFF UPTO ₹100
USE RUPAY100ABOVE ₹129, 15% OFF UPTO ₹300
USE CITIFOODIEABOVE ₹1200, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Mayapuri Phase 2,Yes,Delhi,200.0,1000.0,South Indian,1,5
The Good Food Cafe,"Chinese, Healthy Food",4.2,10K+ ratings,₹450 for two,5,"FLAT DEAL
FLAT 20% OFF
USE PARTYABOVE ₹800, FLAT DEAL
FLAT ₹125 OFF
USE FLATDEALABOVE ₹499, FLAT ₹100 OFF
NO CODE REQUIREDABOVE ₹550, 20% OFF UPTO ₹100
USE RUPAY100ABOVE ₹129, 15% OFF UPTO ₹300
USE CITIFOODIEABOVE ₹1200",Pitampura,No,Delhi,450.0,10000.0,Chinese,0,5
Hyderabadi Handi Biryani,North Indian,4.0,100+ ratings,₹350 for two,5,"40% OFF UPTO ₹80
USE TRYNEWABOVE ₹159, FLAT DEAL
FLAT 25% OFF
USE PARTYABOVE ₹600, FLAT DEAL
FLAT ₹125 OFF
USE FLATDEALABOVE ₹999, SAVE BIG
25% OFF UPTO ₹125
USE JUMBOABOVE ₹479, FLAT ₹100 OFF
NO CODE REQUIREDABOVE ₹550",Rohini,No,Delhi,350.0,100.0,North Indian,0,5
Simple Burger,"Burgers, Snacks",4.1,100+ ratings,₹250 for two,5,"50% OFF UPTO ₹100
USE TRYNEWABOVE ₹179, FLAT DEAL
FLAT ₹125 OFF
USE FLAT125ABOVE ₹299, FLAT DEAL
FLAT 25% OFF
USE PARTYABOVE ₹500, FLAT ₹100 OFF
NO CODE REQUIREDABOVE ₹550, 20% OFF UPTO ₹100
USE RUPAY100ABOVE ₹129",Rajouri Garden,No,Delhi,250.0,100.0,Burgers,0,5
