restaurant_name,cuisine,rating,offer_name,area,pure_veg,location,price_num,ratings_count,primary_cuisine,is_veg,num_offers,avg_rating_by_cuisine,value_index,price_band,demand_index,rating_band,offer_tier,reliable_rating
The Salt,Indian,,"FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Dumdum,No,Kolkata,200.0,,Indian,0,1,3.951452282157676,,Mid (Rs150-300),684.3220568335589,,Low (1-2),0
Sona Restaurant,"Indian, Chinese",4.3,"FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Kolkata,No,Kolkata,500.0,5000.0,Indian,0,1,3.951452282157676,0.86,Premium (Rs300-500),684.3220568335589,Good (4.0-4.5),Low (1-2),1
Ebowl,"Biryani, Indian",4.2,"30% OFF UPTO ₹75
USE TRYNEWABOVE ₹179, FLAT DEAL
FLAT ₹100 OFF
USE FLATDEALABOVE ₹399, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Dumdum,No,Kolkata,300.0,1000.0,Biryani,0,3,3.829276895943562,1.4,Mid (Rs150-300),684.3220568335589,Good (4.0-4.5),High (3+),1
Dum Biryani,"Biryani, Mughlai",3.4,"FLAT DEAL
FLAT 20% OFF
USE PARTYABOVE ₹900, FLAT DEAL
FLAT ₹250 OFF
USE FLATDEALABOVE ₹999, SAVE BIG
30% OFF UPTO ₹150
USE JUMBOABOVE ₹479, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Khardah,No,Kolkata,200.0,100.0,Biryani,0,4,3.829276895943562,1.7,Mid (Rs150-300),684.3220568335589,Below Avg (3.0-3.5),High (3+),1
Foodie'S Heaven,"Italian, Chinese",2.3,"20% OFF UPTO ₹50
USE TRYNEWABOVE ₹159, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Bally,No,Kolkata,200.0,5.0,Italian,0,2,4.0,1.15,Mid (Rs150-300),684.3220568335589,Poor (<3.0),Low (1-2),0
Momo Hub,"Street Food, Fast Food",,"FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Dumdum,Yes,Kolkata,200.0,,Street Food,1,1,4.073684210526316,,Mid (Rs150-300),684.3220568335589,,Low (1-2),0
Casa Mia,"Snacks, Juices",3.9,"60% OFF UPTO ₹120
USE TRYNEWABOVE ₹159, FLAT DEAL
FLAT 30% OFF
USE PARTYABOVE ₹600, FLAT DEAL
FLAT ₹150 OFF
USE FLATDEALABOVE ₹599, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Madhyamgram,No,Kolkata,200.0,1000.0,Snacks,0,4,4.017559523809524,1.95,Mid (Rs150-300),684.3220568335589,Average (3.5-4.0),High (3+),1
Krishna Bhog,"North Indian, Chaat",4.0,"30% OFF UPTO ₹75
USE TRYNEWABOVE ₹159, FLAT DEAL
FLAT 25% OFF
USE PARTYABOVE ₹1000, FLAT DEAL
FLAT ₹250 OFF
USE FLATDEALABOVE ₹999, SAVE BIG
25% OFF UPTO ₹125
USE JUMBOABOVE ₹479, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Madhyamgram,Yes,Kolkata,200.0,100.0,North Indian,1,5,4.0570346320346315,2.0,Mid (Rs150-300),684.3220568335589,Average (3.5-4.0),High (3+),1
Cafe Frespresso,Indian,4.3,"20% OFF UPTO ₹50
USE TRYNEWABOVE ₹159, Free masala cold
NO CODE REQUIREDABOVE ₹229, FLAT DEAL
FLAT 20% OFF
USE PARTYABOVE ₹700, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Barrackpore,No,Kolkata,200.0,500.0,Indian,0,4,3.951452282157676,2.15,Mid (Rs150-300),684.3220568335589,Good (4.0-4.5),High (3+),1
Royal Chef,"Chinese, Indian",4.2,"FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Barasat,No,Kolkata,400.0,100.0,Chinese,0,1,3.9882028665931646,1.05,Premium (Rs300-500),684.3220568335589,Good (4.0-4.5),Low (1-2),1
Frespresso,"Salads, Pizzas",,"FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Sodepur,Yes,Kolkata,250.0,,Salads,1,1,4.176923076923076,,Mid (Rs150-300),684.3220568335589,,Low (1-2),0
Melting Pot,"Beverages, Italian",4.2,"FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Barrackpore,No,Kolkata,500.0,20.0,Beverages,0,1,4.054568527918781,0.84,Premium (Rs300-500),684.3220568335589,Good (4.0-4.5),Low (1-2),1
Super Star Haji Biriyani,"Biryani, Indian",3.7,"10% OFF UPTO ₹40
USE TRYNEWABOVE ₹159, FLAT DEAL
FLAT 10% OFF
USE PARTYABOVE ₹1000, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Dumdum,No,Kolkata,100.0,20.0,Biryani,0,3,3.829276895943562,3.7,Budget (<Rs150),684.3220568335589,Average (3.5-4.0),High (3+),1
New Arsalan Biryani,"Biryani, North Indian",3.8,"FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Howrah,No,Kolkata,200.0,100.0,Biryani,0,1,3.829276895943562,1.9,Mid (Rs150-300),684.3220568335589,Average (3.5-4.0),Low (1-2),1
Momo Mania,"Beverages, Ice Cream",4.3,"FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Barasat,No,Kolkata,200.0,1000.0,Beverages,0,1,4.054568527918781,2.15,Mid (Rs150-300),684.3220568335589,Good (4.0-4.5),Low (1-2),1
New Haji Biryani,Biryani,3.5,"20% OFF UPTO ₹50
USE TRYNEWABOVE ₹159, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Dumdum,No,Kolkata,150.0,100.0,Biryani,0,2,3.829276895943562,2.3333,Budget (<Rs150),684.3220568335589,Below Avg (3.0-3.5),Low (1-2),1
Grill To Chill,"Indian, Chinese",4.5,"FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Uttarpara,No,Kolkata,400.0,5000.0,Indian,0,1,3.951452282157676,1.125,Premium (Rs300-500),684.3220568335589,Good (4.0-4.5),Low (1-2),1
Super Haji Biryani,Biryani,3.5,"FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",V.I.P. Road,No,Kolkata,600.0,50.0,Biryani,0,1,3.829276895943562,0.5833,Luxury (Rs500+),684.3220568335589,Below Avg (3.0-3.5),Low (1-2),1
Bombay Sandwich,"Snacks, Pizzas",3.3,"40% OFF UPTO ₹80
USE TRYNEWABOVE ₹159, FLAT DEAL
FLAT ₹250 OFF
USE FLATDEALABOVE ₹999, SAVE BIG
20% OFF UPTO ₹100
USE JUMBOABOVE ₹479, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Lake Town,Yes,Kolkata,200.0,50.0,Snacks,1,4,4.017559523809524,1.65,Mid (Rs150-300),684.3220568335589,Below Avg (3.0-3.5),High (3+),1
Healthy Hub,"Healthy Food, Salads",4.0,"60% OFF UPTO ₹120
USE TRYNEWABOVE ₹159, FLAT DEAL
FLAT 30% OFF
USE PARTYABOVE ₹600, FLAT DEAL
FLAT ₹150 OFF
USE FLATDEALABOVE ₹599, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Balai Mondal Sarani Basunagar,No,Kolkata,200.0,500.0,Healthy Food,0,4,4.303614457831325,2.0,Mid (Rs150-300),684.3220568335589,Average (3.5-4.0),High (3+),1
Krishna'S Treat On The Street,"Chinese, Continental",4.7,"60% OFF UPTO ₹120
USE TRYNEWABOVE ₹159, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Sodepur,No,Kolkata,200.0,20.0,Chinese,0,2,3.9882028665931646,2.35,Mid (Rs150-300),684.3220568335589,Excellent (4.5+),Low (1-2),1
Srabani'R Tero Parbon,"Indian, Seafood",3.8,"50% OFF UPTO ₹100
USE TRYNEWABOVE ₹159, FLAT DEAL
FLAT 25% OFF
USE PARTYABOVE ₹600, FLAT DEAL
FLAT ₹150 OFF
USE FLATDEALABOVE ₹599, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Sodepur,No,Kolkata,200.0,500.0,Indian,0,4,3.951452282157676,1.9,Mid (Rs150-300),684.3220568335589,Average (3.5-4.0),High (3+),1
Hungry Hippo,"Fast Food, Italian",2.6,"20% OFF UPTO ₹50
USE TRYNEWABOVE ₹159, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Bally,No,Kolkata,200.0,20.0,Fast Food,0,2,3.94530612244898,1.3,Mid (Rs150-300),684.3220568335589,Poor (<3.0),Low (1-2),1
Chilli Flakes,"North Indian, Indian",3.8,"SAVE BIG
30% OFF UPTO ₹150
USE JUMBOABOVE ₹479, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Barasat,No,Kolkata,300.0,3.0,North Indian,0,2,4.0570346320346315,1.2667,Mid (Rs150-300),684.3220568335589,Average (3.5-4.0),Low (1-2),0
China Box,Chinese,3.6,"60% OFF UPTO ₹120
USE TRYNEWABOVE ₹159, FLAT DEAL
FLAT 20% OFF
USE PARTYABOVE ₹800, SAVE BIG
30% OFF UPTO ₹150
USE JUMBOABOVE ₹479, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Dumdum,No,Kolkata,300.0,20.0,Chinese,0,4,3.9882028665931646,1.2,Mid (Rs150-300),684.3220568335589,Average (3.5-4.0),High (3+),1
MAHARAJA,"North Indian, Chinese",4.3,"FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Barasat,No,Kolkata,200.0,10.0,North Indian,0,1,4.0570346320346315,2.15,Mid (Rs150-300),684.3220568335589,Good (4.0-4.5),Low (1-2),1
Amantran,Bengali,4.3,"FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Uttarpara,No,Kolkata,100.0,1000.0,Bengali,0,1,3.919277108433735,4.3,Budget (<Rs150),684.3220568335589,Good (4.0-4.5),Low (1-2),1
Burger Wala,"Burgers, Italian",2.1,"20% OFF UPTO ₹50
USE TRYNEWABOVE ₹159, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Bally,No,Kolkata,200.0,10.0,Burgers,0,2,4.06969696969697,1.05,Mid (Rs150-300),684.3220568335589,Poor (<3.0),Low (1-2),1
The Sugarr & Spice,"Bakery, Burgers",2.7,"FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Dumdum,No,Kolkata,200.0,4.0,Bakery,0,1,4.052369668246445,1.35,Mid (Rs150-300),684.3220568335589,Poor (<3.0),Low (1-2),0
My Kitchen,"North Indian, Chinese",,"FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Barasat,No,Kolkata,250.0,,North Indian,0,1,4.0570346320346315,,Mid (Rs150-300),684.3220568335589,,Low (1-2),0
Pizza Hut Express,"Italian, Pizzas",2.8,"Free Perk
NO CODE REQUIREDABOVE ₹689, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Chinar Park,No,Kolkata,300.0,100.0,Italian,0,2,4.0,0.9333,Mid (Rs150-300),684.3220568335589,Poor (<3.0),Low (1-2),1
Tea Treat,"Beverages, Healthy Food",3.7,"FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Belghoria,No,Kolkata,200.0,10.0,Beverages,0,1,4.054568527918781,1.85,Mid (Rs150-300),684.3220568335589,Average (3.5-4.0),Low (1-2),1
Rase Base,Sweets,4.4,"FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Madhyamgram,Yes,Kolkata,200.0,100.0,Sweets,1,1,4.2801282051282055,2.2,Mid (Rs150-300),684.3220568335589,Good (4.0-4.5),Low (1-2),1
Great Britain Waffle Barrackpore,Waffle,4.7,"40% OFF UPTO ₹80
USE TRYNEWABOVE ₹179, FLAT DEAL
FLAT 25% OFF
USE PARTYABOVE ₹1000, FLAT DEAL
FLAT ₹100 OFF
USE FLATDEALABOVE ₹499, SAVE BIG
25% OFF UPTO ₹125
USE JUMBOABOVE ₹479, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Barrackpore,Yes,Kolkata,149.0,20.0,Waffle,1,5,4.140625,3.1544,Budget (<Rs150),684.3220568335589,Excellent (4.5+),High (3+),1
Bengali Hotel,"Indian, Chinese",3.8,"50% OFF UPTO ₹100
USE TRYNEWABOVE ₹179, FLAT DEAL
FLAT 20% OFF
USE PARTYABOVE ₹700, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Chinar Park,No,Kolkata,200.0,10.0,Indian,0,3,3.951452282157676,1.9,Mid (Rs150-300),684.3220568335589,Average (3.5-4.0),High (3+),1
Maa Karunamoyee Fast Food Centre,Indian,4.2,"SAVE BIG
20% OFF UPTO ₹100
USE JUMBOABOVE ₹250, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Baranagar,No,Kolkata,250.0,500.0,Indian,0,2,3.951452282157676,1.68,Mid (Rs150-300),684.3220568335589,Good (4.0-4.5),Low (1-2),1
Annapurna Khabar Ghar,"Indian, Tibetan",4.1,"20% OFF UPTO ₹50
USE TRYNEWABOVE ₹159, FLAT DEAL
FLAT 20% OFF
USE PARTYABOVE ₹600, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Dum Dum,No,Kolkata,100.0,5000.0,Indian,0,3,3.951452282157676,4.1,Budget (<Rs150),684.3220568335589,Good (4.0-4.5),High (3+),1
Kachori King 28,"Snacks, Sweets",4.0,"20% OFF UPTO ₹50
USE TRYNEWABOVE ₹159, SAVE BIG
20% OFF UPTO ₹100
USE JUMBOABOVE ₹479, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Lake Town,Yes,Kolkata,150.0,100.0,Snacks,1,3,4.017559523809524,2.6667,Budget (<Rs150),684.3220568335589,Average (3.5-4.0),High (3+),1
Lilis Kitchen,"Bengali, Indian",3.3,"FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",East Kamalapur,No,Kolkata,400.0,100.0,Bengali,0,1,3.919277108433735,0.825,Premium (Rs300-500),684.3220568335589,Below Avg (3.0-3.5),Low (1-2),1
Dream Bar & Restaurant,"North Indian, Chinese",4.2,"50% OFF UPTO ₹100
USE TRYNEWABOVE ₹159, FLAT DEAL
FLAT 30% OFF
USE PARTYABOVE ₹500, FLAT DEAL
FLAT ₹150 OFF
USE FLATDEALABOVE ₹599, SAVE BIG
30% OFF UPTO ₹150
USE JUMBOABOVE ₹479, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Anandapuri,No,Kolkata,600.0,1000.0,North Indian,0,5,4.0570346320346315,0.7,Luxury (Rs500+),684.3220568335589,Good (4.0-4.5),High (3+),1
Rasui,"Chinese, North Indian",4.2,"10% OFF UPTO ₹40
USE TRYNEWABOVE ₹159, FLAT DEAL
FLAT 10% OFF
USE PARTYABOVE ₹500, FLAT DEAL
FLAT ₹150 OFF
USE FLATDEALABOVE ₹749, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Belghoria,No,Kolkata,400.0,5000.0,Chinese,0,4,3.9882028665931646,1.05,Premium (Rs300-500),684.3220568335589,Good (4.0-4.5),High (3+),1
New Bharat Sweets,Sweets,3.9,"10% OFF UPTO ₹40
USE TRYNEWABOVE ₹159, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Goruhata More South Dum Dum,Yes,Kolkata,100.0,1000.0,Sweets,1,2,4.2801282051282055,3.9,Budget (<Rs150),684.3220568335589,Average (3.5-4.0),Low (1-2),1
Frito,"Korean, Chinese",,"FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Belghoria,No,Kolkata,200.0,,Korean,0,1,4.0,,Mid (Rs150-300),684.3220568335589,,Low (1-2),0
Bhojan Ghar,"Bengali, Biryani",3.5,"50% OFF UPTO ₹100
USE TRYNEWABOVE ₹159, Free Lassi
NO CODE REQUIRED, FLAT DEAL
FLAT 30% OFF
USE PARTYABOVE ₹500, FLAT DEAL
FLAT ₹150 OFF
USE FLATDEALABOVE ₹599, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Belghoria,No,Kolkata,200.0,5000.0,Bengali,0,5,3.919277108433735,1.75,Mid (Rs150-300),684.3220568335589,Below Avg (3.0-3.5),High (3+),1
Natural Fresh Ice Cream,Ice Cream,4.1,"10% OFF UPTO ₹40
USE TRYNEWABOVE ₹159, FLAT DEAL
FLAT ₹100 OFF
USE FLATDEALABOVE ₹499, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Sodepur,Yes,Kolkata,300.0,4.0,Ice Cream,1,3,4.292817679558011,1.3667,Mid (Rs150-300),684.3220568335589,Good (4.0-4.5),High (3+),0
Bake India,Bakery,4.1,"FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Belghoria,No,Kolkata,200.0,100.0,Bakery,0,1,4.052369668246445,2.05,Mid (Rs150-300),684.3220568335589,Good (4.0-4.5),Low (1-2),1
Golden Spoon,"Indian, Chinese",3.2,"FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Madhyamgram,No,Kolkata,150.0,5.0,Indian,0,1,3.951452282157676,2.1333,Budget (<Rs150),684.3220568335589,Below Avg (3.0-3.5),Low (1-2),0
The Food Story,"Indian, Biryani",3.6,"FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Sodepur,No,Kolkata,150.0,20.0,Indian,0,1,3.951452282157676,2.4,Budget (<Rs150),684.3220568335589,Average (3.5-4.0),Low (1-2),1
New Arsalan Biryani Palace,Biryani,3.6,"25% OFF UPTO ₹65
USE TRYNEWABOVE ₹179, FLAT DEAL
FLAT ₹40 OFF
USE FLATDEALABOVE ₹499, SAVE BIG
40% OFF UPTO ₹200
USE JUMBOABOVE ₹479, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Belghoria,No,Kolkata,200.0,20.0,Biryani,0,4,3.829276895943562,1.8,Mid (Rs150-300),684.3220568335589,Average (3.5-4.0),High (3+),1
Ruchita Restaurant,"Bengali, Chinese",4.2,"10% OFF UPTO ₹40
USE TRYNEWABOVE ₹159, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Madhyamgram,No,Kolkata,250.0,1000.0,Bengali,0,2,3.919277108433735,1.68,Mid (Rs150-300),684.3220568335589,Good (4.0-4.5),Low (1-2),1
Vinayak,"South Indian, North Indian",3.8,"SAVE BIG
20% OFF UPTO ₹100
USE JUMBOABOVE ₹479, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Mall Road,Yes,Kolkata,200.0,100.0,South Indian,1,2,4.09877408056042,1.9,Mid (Rs150-300),684.3220568335589,Average (3.5-4.0),Low (1-2),1
Land Of Cakes,"Bakery, Desserts",4.6,"50% OFF UPTO ₹100
USE TRYNEWABOVE ₹159, FLAT DEAL
FLAT 20% OFF
USE PARTYABOVE ₹800, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Rajarhat,Yes,Kolkata,200.0,500.0,Bakery,1,3,4.052369668246445,2.3,Mid (Rs150-300),684.3220568335589,Excellent (4.5+),High (3+),1
Misti Mahal,"Sweets, Snacks",5.0,"FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Dumdum,No,Kolkata,200.0,3.0,Sweets,0,1,4.2801282051282055,2.5,Mid (Rs150-300),684.3220568335589,Excellent (4.5+),Low (1-2),0
Simla Hotel And Restaurant,Indian,4.4,"FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Nagerbazar,No,Kolkata,300.0,1000.0,Indian,0,1,3.951452282157676,1.4667,Mid (Rs150-300),684.3220568335589,Good (4.0-4.5),Low (1-2),1
Karri Klub,"Indian, Chinese",4.1,"30% OFF UPTO ₹75
USE TRYNEWABOVE ₹159, FLAT DEAL
FLAT 15% OFF
USE PARTYABOVE ₹700, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Barrackpore,No,Kolkata,400.0,1000.0,Indian,0,3,3.951452282157676,1.025,Premium (Rs300-500),684.3220568335589,Good (4.0-4.5),High (3+),1
Ami Kolkata Express,"South Indian, Beverages",4.3,"FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Dumdum,Yes,Kolkata,300.0,20.0,South Indian,1,1,4.09877408056042,1.4333,Mid (Rs150-300),684.3220568335589,Good (4.0-4.5),Low (1-2),1
R B South Indian Center,South Indian,4.3,"20% OFF UPTO ₹50
USE TRYNEWABOVE ₹159, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",North Dumdum,Yes,Kolkata,150.0,100.0,South Indian,1,2,4.09877408056042,2.8667,Budget (<Rs150),684.3220568335589,Good (4.0-4.5),Low (1-2),1
Rehan,"Indian, Chinese",4.2,"40% OFF UPTO ₹80
USE TRYNEWABOVE ₹159, SAVE BIG
20% OFF UPTO ₹100
USE JUMBOABOVE ₹479, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Shyam Bazar,No,Kolkata,250.0,500.0,Indian,0,3,3.951452282157676,1.68,Mid (Rs150-300),684.3220568335589,Good (4.0-4.5),High (3+),1
Turkishq,"Turkish, Sweets",4.3,"10% OFF UPTO ₹40
USE TRYNEWABOVE ₹159, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Lake Town,Yes,Kolkata,200.0,100.0,Turkish,1,2,4.24,2.15,Mid (Rs150-300),684.3220568335589,Good (4.0-4.5),Low (1-2),1
The Fish Company (Keventer Ventures Limited),"Continental, Snacks",4.1,"40% OFF UPTO ₹80
USE TRYNEWABOVE ₹159, FLAT DEAL
FLAT 20% OFF
USE PARTYABOVE ₹1000, FLAT DEAL
FLAT ₹125 OFF
USE FLATDEALABOVE ₹999, SAVE BIG
20% OFF UPTO ₹120
USE JUMBOABOVE ₹479, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Dumdum,No,Kolkata,300.0,50.0,Continental,0,5,3.966666666666667,1.3667,Mid (Rs150-300),684.3220568335589,Good (4.0-4.5),High (3+),1
Chaplin Chinese Restaurant,North Indian,3.8,"FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Sinthee,No,Kolkata,300.0,100.0,North Indian,0,1,4.0570346320346315,1.2667,Mid (Rs150-300),684.3220568335589,Average (3.5-4.0),Low (1-2),1
Foodizm,"Chinese, Thai",4.5,"FLAT DEAL
FLAT ₹100 OFF
USE FLATDEALABOVE ₹499, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Baranagar,No,Kolkata,300.0,1000.0,Chinese,0,2,3.9882028665931646,1.5,Mid (Rs150-300),684.3220568335589,Good (4.0-4.5),Low (1-2),1
Rima'S,"Tandoor, Chinese",4.3,"FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Uttarpara,No,Kolkata,300.0,1000.0,Tandoor,0,1,4.112903225806452,1.4333,Mid (Rs150-300),684.3220568335589,Good (4.0-4.5),Low (1-2),1
Ramdas Sweets And Snacks,Sweets,4.4,"FLAT DEAL
FLAT ₹100 OFF
USE FLATDEALABOVE ₹499, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",North Dumdum,Yes,Kolkata,100.0,100.0,Sweets,1,2,4.2801282051282055,4.4,Budget (<Rs150),684.3220568335589,Good (4.0-4.5),Low (1-2),1
Burger Brothers,"Fast Food, Snacks",4.0,"20% OFF UPTO ₹50
USE TRYNEWABOVE ₹159, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Bally,No,Kolkata,175.0,100.0,Fast Food,0,2,3.94530612244898,2.2857,Mid (Rs150-300),684.3220568335589,Average (3.5-4.0),Low (1-2),1
Shaw Food Plaza,"South Indian, Rolls & Wraps",3.8,"FLAT DEAL
FLAT ₹250 OFF
USE FLATDEALABOVE ₹999, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Barrackpore,No,Kolkata,300.0,5.0,South Indian,0,2,4.09877408056042,1.2667,Mid (Rs150-300),684.3220568335589,Average (3.5-4.0),Low (1-2),0
Tasty Tasty,"Indian, Chinese",,"10% OFF UPTO ₹40
USE TRYNEWABOVE ₹159, FLAT DEAL
FLAT ₹100 OFF
USE FLATDEALABOVE ₹499, SAVE BIG
10% OFF UPTO ₹100
USE JUMBOABOVE ₹479, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Chinar Park,No,Kolkata,150.0,,Indian,0,4,3.951452282157676,,Budget (<Rs150),684.3220568335589,,High (3+),0
Soma Fried Chicken,"Snacks, Chinese",4.3,"FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Barasat,No,Kolkata,200.0,100.0,Snacks,0,1,4.017559523809524,2.15,Mid (Rs150-300),684.3220568335589,Good (4.0-4.5),Low (1-2),1
Khushi Hindu Hotel,"North Indian, Biryani",4.1,"FLAT DEAL
FLAT 20% OFF
USE PARTYABOVE ₹500, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Barrackpore,No,Kolkata,200.0,100.0,North Indian,0,2,4.0570346320346315,2.05,Mid (Rs150-300),684.3220568335589,Good (4.0-4.5),Low (1-2),1
Maa Anandamoyee Sweets,"Sweets, Snacks",4.5,"FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Belghoria,Yes,Kolkata,100.0,100.0,Sweets,1,1,4.2801282051282055,4.5,Budget (<Rs150),684.3220568335589,Good (4.0-4.5),Low (1-2),1
Maa Bhabatarini Food Center,"South Indian, Vietnamese",4.0,"40% OFF UPTO ₹80
USE TRYNEWABOVE ₹179, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Nimta,Yes,Kolkata,200.0,1000.0,South Indian,1,2,4.09877408056042,2.0,Mid (Rs150-300),684.3220568335589,Average (3.5-4.0),Low (1-2),1
One Box,"Chinese, Italian",4.3,No Offer,Dumdum,No,Kolkata,250.0,100.0,Chinese,0,0,3.9882028665931646,1.72,Mid (Rs150-300),684.3220568335589,Good (4.0-4.5),No Offers,1
Bong Pizza,"Pizzas, Indian",4.2,"20% OFF UPTO ₹50
USE TRYNEWABOVE ₹179, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500, SAVE BIG
15% OFF UPTO ₹80
USE JUMBOABOVE ₹479",Dumdum,No,Kolkata,250.0,9.0,Pizzas,0,3,3.95,1.68,Mid (Rs150-300),684.3220568335589,Good (4.0-4.5),High (3+),0
Sia Cafe (Ambrosia Hospitality),"Beverages, Snacks",4.5,"FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Madhyamgram,No,Kolkata,300.0,100.0,Beverages,0,1,4.054568527918781,1.5,Mid (Rs150-300),684.3220568335589,Good (4.0-4.5),Low (1-2),1
New Sweet Corner Restaurant,"North Indian, Chinese",,"50% OFF UPTO ₹100
USE TRYNEWABOVE ₹179, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Dumdum,No,Kolkata,150.0,,North Indian,0,2,4.0570346320346315,,Budget (<Rs150),684.3220568335589,,Low (1-2),0
Foodland Bally,"Snacks, Chinese",4.0,"50% OFF UPTO ₹100
USE TRYNEWABOVE ₹159, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Bally,No,Kolkata,350.0,100.0,Snacks,0,2,4.017559523809524,1.1429,Premium (Rs300-500),684.3220568335589,Average (3.5-4.0),Low (1-2),1
Sree Krishna Sweet,Sweets,4.2,"FLAT DEAL
FLAT 10% OFF
USE PARTYABOVE ₹1000, SAVE BIG
10% OFF UPTO ₹100
USE JUMBOABOVE ₹479, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Dumdum,Yes,Kolkata,100.0,20.0,Sweets,1,3,4.2801282051282055,4.2,Budget (<Rs150),684.3220568335589,Good (4.0-4.5),High (3+),1
Mr Choww,Chinese,4.4,"20% OFF UPTO ₹50
USE TRYNEWABOVE ₹159, FLAT DEAL
FLAT 20% OFF
USE PARTYABOVE ₹700, FLAT DEAL
FLAT ₹100 OFF
USE FLATDEALABOVE ₹999, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Rajendra Ave,No,Kolkata,150.0,500.0,Chinese,0,4,3.9882028665931646,2.9333,Budget (<Rs150),684.3220568335589,Good (4.0-4.5),High (3+),1
